seed,scale,detail,roughness,lacunarity,distortion,instance_scale,color_0_r,color_0_g,color_0_b,color_1_r,color_1_g,color_1_b,color_2_r,color_2_g,color_2_b,valid,light_altitude,light_azimuth,camera_dist,camera_azimuth,camera_polar,camera_target,camera_scale,offset_x,offset_y,offset_z
8,0.0859793988943909,2.9079682335646604,0.813827670155021,0.8459683762884527,1.0236820206329045,11.909028517654116,0.0160642694553588,0.3187108384855167,0.0040550079279523,0.2996700051894151,0.0508814975533596,0.391084806539194,0.0670867607060864,0.1069535964727743,0.0920948774986883,False,0.6834178368467647,4.064328851455748,200.0,5.726221019238536,0.4539294988130894,"<Vector (0.0000, 0.0000, 0.0000)>",74.56645541308754,-42069.04960547434,-517295.1925349256,-485709.0171882376
9,-0.0047632237192333,12.459321554568856,0.9833022442861756,1.5692197053453592,1.2624139599130926,13.053337045894535,0.6031481500515619,0.4301548809874508,0.5648309672007652,0.6959282035804807,0.2598996397638004,0.9153801204905077,0.0265877344675972,0.0021738762082926,0.0226238541739794,False,0.4393448585585974,4.654259983920474,200.0,1.7577036208467758,0.8954173771457479,"<Vector (0.0000, 0.0000, 0.0000)>",148.5288896273492,-125503.8742369829,-30111.31593407784,-869690.7355681797
11,0.0680378453274146,4.129632236416939,0.1379680728669553,1.5760791890079835,2.681442336409935,11.123823134831603,0.6014983576233575,0.5328527627484184,0.3011835433679277,0.9282110229603696,0.8145395456902982,0.790904400672207,0.9483284532917752,0.8772593802655195,0.8252601245803737,False,0.8533891487757266,3.4499416618998304,200.0,6.163262166044886,0.491840388466438,"<Vector (0.0000, 0.0000, 0.0000)>",96.44764354382734,243766.94182558008,-262013.49052666547,22780.02082648175
12,-0.1910768664176647,3.869324381414854,0.4168960406331027,0.907232243706553,1.8725863637756024,15.275167008723264,0.0988139155327953,0.1893203845397613,0.0100807533334643,0.2244310800565318,0.2305412465899059,0.1498773448945183,0.7955014408193473,0.7931626447872916,0.8963093737046804,False,0.4070168715377203,1.1805490117642845,200.0,4.212941558889255,1.0099303757769256,"<Vector (0.0000, 0.0000, 0.0000)>",140.73730505325017,716260.2619068397,-994344.9412808242,82932.24050526507
13,-0.0247303821988184,6.574200709551321,0.8177037747448075,0.8174666653795473,2.0709988287479084,7.170398834750664,0.8110233987843422,0.1173530461353481,0.6800684790945447,0.9049143745894036,0.9464657804460632,0.8733991354465848,0.9080121210807318,0.9087719525589016,0.9104071780658378,False,0.8512052154000895,3.12819318495842,200.0,1.559984189390314,0.8912950774738044,"<Vector (0.0000, 0.0000, 0.0000)>",147.50739470274752,969605.9808681604,-427406.3642608674,627321.6187557129
14,0.0373553062187869,11.040857143436163,0.3987588451279413,1.014365060644247,0.914882511054496,12.501941808471887,0.6991627987182255,0.4490878955787921,0.7027393055820549,0.5483632088133139,0.1966882971802451,0.4918445772386969,0.3245722650872624,0.132529056364483,0.467168753910852,False,0.9770274113605386,1.8768696650044083,200.0,2.908051614942284,0.9715297788773876,"<Vector (0.0000, 0.0000, 0.0000)>",96.16810527570048,144917.73144741775,492644.2275379032,-872871.2888494445
15,0.072868894154342,14.124320438788397,0.0183258193751097,1.7783678117837225,1.5590339333996543,8.31740127883814,0.1073949139530562,0.0634338315256711,0.3444067577928567,0.1462454267235975,0.085141018094525,0.0626519419546616,0.3485209253152486,0.2991784117117579,0.4570096756088713,False,0.6275153818026888,5.935664078666389,200.0,2.079723723145378,0.983403100933158,"<Vector (0.0000, 0.0000, 0.0000)>",86.07979350061026,951874.8229045758,562931.4926120059,687579.4029478615
16,0.0136162338453261,10.374296339748998,0.9586338310644203,1.969969975499896,2.653181067972801,7.635881623222369,0.0535520759001072,0.0778043011424565,0.0940738254615245,0.0081962229784935,0.0216550031827105,0.0093870195474639,0.0443042157882848,0.0064662210496316,0.0349281775917968,False,0.515928517820536,1.7466954355567097,200.0,6.0046497878992,0.5580481287053429,"<Vector (0.0000, 0.0000, 0.0000)>",97.32923936715956,604841.3208898825,-630409.0466166257,391247.4385493584
17,0.0925146590576426,14.966455213844648,0.8323461245007039,0.0735547153346496,2.2701592525937784,12.093401370451035,0.5577445473656921,0.4679626834935222,0.5514195266738413,0.3028942613604466,0.3858240375891985,0.3201834320820032,0.2862014433789661,0.7363858705132865,0.5423505275725815,False,0.2055412636114146,1.125217165324437,200.0,1.0362368288565835,0.6715733114787071,"<Vector (0.0000, 0.0000, 0.0000)>",98.0404339472751,-969419.71738589,-491917.68049654906,208291.5008361512
18,0.0517740629198179,13.329029177645817,0.948320881869942,0.0508078427432874,2.952154340796484,12.72600076568488,0.0793565502164045,0.2808233280360034,0.1591040747114513,0.5639267453679521,0.2884903724357994,0.0170467615279446,0.2011387914298083,0.2379049180370255,0.475360969729936,False,0.7001501123912175,4.0063109289976895,200.0,0.793383410397496,0.7862122624646763,"<Vector (0.0000, 0.0000, 0.0000)>",124.4510172823316,-755195.2651082657,-372807.3847458062,472416.6929528187
19,0.0341927673514176,9.198678387418612,0.7136130654072558,1.2402356931327716,1.731848278864545,10.41898087445217,0.020302161637941,0.2738699878982821,0.1527337337513106,0.718185257872077,0.5755125487148305,0.4951575241829881,0.2589119957326149,0.1437713083304505,0.3116654178238205,False,0.7167960907527051,5.7671082722033615,200.0,0.3013215995634447,0.4116489441834,"<Vector (0.0000, 0.0000, 0.0000)>",121.3851729932587,832698.6260788403,856150.1668882917,-126957.92162962968
21,-0.1694808391769013,3.142282110097428,0.8538597985125334,1.3978215704547,0.8867001103071406,7.847717322552612,0.5750748753510675,0.2797702476135437,0.7098011904084252,0.9808107022244528,0.6929010387883379,0.3621992530880831,0.8505543422384242,0.9582664453658424,0.9087653055229656,False,0.9633256257444108,2.13903207145403,200.0,2.7733634309089243,0.8071012291440662,"<Vector (0.0000, 0.0000, 0.0000)>",82.83622844418531,351964.0178790437,-605613.9224955807,344118.16893506097
22,0.2155531278401292,4.94345713957603,0.2164856817868847,1.5940334654732882,1.6835955589583969,7.031831085311089,0.0709090986653321,0.0885583732612789,0.0744050933204714,0.5339996189381211,0.5706792665492284,0.9876756188802016,0.0514387674752593,0.0083865085834836,0.0467284878909341,False,0.4952564948401814,5.748137060180934,200.0,2.4479111183841926,0.4798509522023064,"<Vector (0.0000, 0.0000, 0.0000)>",38.00833860562081,110690.2000327704,214928.83777628187,-899716.5101364242
23,-0.0307062287005795,6.819992488673373,0.3014532795996775,0.7781535065812035,2.1611912773334714,12.835896920722178,0.0596244588198718,0.0461243290605852,0.1286442243176362,0.8534571059651607,0.676278002923896,0.2958547281316446,0.6836711624948354,0.7165846359235828,0.560355830242945,True,0.6998019017425834,4.666549712249513,200.0,0.1144630221646845,0.8058235071004298,"<Vector (0.0000, 0.0000, 0.0000)>",95.04750585065582,-58600.60006079113,-169555.9691624384,-301704.08886037034
24,0.088698890911466,0.4642370445618099,0.8029399687936355,1.2040972505239802,0.1645049263877376,9.323994119712983,0.3461488818890366,0.574737819327192,0.3418670924959051,0.2482626045952606,0.5573450506320826,0.5696873105084019,0.7424752706865626,0.6783027907667255,0.7267723169938833,False,0.5026181157911289,1.106125417086371,200.0,4.03758020033372,0.6557138418544993,"<Vector (0.0000, 0.0000, 0.0000)>",115.89658014982912,640733.8881349685,424319.715734191,-180148.60547821887
25,0.0958965003294604,11.785608579469963,0.1467192679236015,1.083457114031024,2.387444643726122,13.899008474120254,0.2165984644628169,0.2165960534823429,0.2165308781239191,0.1926916542879757,0.1930828803676011,0.1927730980830174,0.121281127371162,0.0258408505042398,0.031073547553434,False,0.4229058201279792,2.598936001053039,200.0,2.362922879501653,0.4453440864368729,"<Vector (0.0000, 0.0000, 0.0000)>",111.11398151946328,-548456.8211223616,533652.5701362425,833675.6330548492
26,0.136030603397752,7.796772663524817,0.202361179349845,0.5146083998087259,2.201577042406603,14.482275465333354,0.051760531856859,0.0676077581923261,0.0668089550672581,0.2260457912671716,0.1024757908803931,0.548336684584875,0.4605388648949345,0.4787484885798624,0.554331750359026,False,0.4697205411818418,5.682573890549017,200.0,1.510117464463708,0.98944493544092,"<Vector (0.0000, 0.0000, 0.0000)>",117.47653031734974,-648375.4178310526,13137.020025283911,-315988.1414078125
27,-0.1839857142397341,13.606052203130435,0.3017479754356755,0.7103962084779638,3.01420950466357,8.683421132753878,0.0902537993364778,0.0831637194868956,0.1211970988616273,0.0973014470100179,0.7896673132657908,0.0543197414533888,0.2931136934362363,0.2383089371162542,0.2348036433995556,False,0.8315379229449564,2.8327106000440536,200.0,4.065643828098122,0.9740057840940692,"<Vector (0.0000, 0.0000, 0.0000)>",33.51811361397557,886830.53642868,-193125.6963715586,-636367.1704960545
28,0.0705133885049283,1.0908152529675226,0.9625776575928218,0.6874158888571043,0.709984290898646,11.19751464912526,0.7657085265575656,0.0881384465301989,0.6904957976536548,0.3294150344639729,0.3160732112129091,0.3128784895560495,0.532611649789559,0.0261621450449549,0.402949098026893,False,0.6977028081090904,0.1054921403033217,200.0,0.9341395588694734,0.5892671283294528,"<Vector (0.0000, 0.0000, 0.0000)>",56.62047840239559,570260.2389278891,-341326.8907640029,636165.9643049615
29,-0.1669961315385918,12.916678187171764,0.6314291963322806,0.3729841939023526,3.367577045305279,10.212531663398329,0.5192340296297115,0.3352782834356199,0.2563342622510799,0.0191472163441036,0.0207310325768659,0.0180521344478063,0.0145348499102579,0.0234519533400014,0.0177714710172584,False,0.2227252119204964,5.98310294503725,200.0,5.930281862325313,0.5737031649416307,"<Vector (0.0000, 0.0000, 0.0000)>",89.21200456300568,-523575.999132975,576212.2113841695,235190.52846857207
30,0.0491156064712792,5.865444457025479,0.4790197413590719,1.5345474274021182,2.444187456487456,13.43733698094274,0.0758492956591218,0.0922730165532921,0.0526780193622682,0.1885258439646185,0.4902853881134047,0.8675779970811323,0.3569113973568679,0.3988094821469695,0.3551077908519821,False,0.6055075891741157,5.547900113199717,200.0,0.978090673271504,0.7662307964138673,"<Vector (0.0000, 0.0000, 0.0000)>",41.31972009888913,183205.2046812179,-499653.48785078304,288221.26534269075
31,-0.0599957848457001,3.150506483325449,0.424391357989077,0.2074857496904023,1.1394283953563105,9.022269385412626,0.6727308141003642,0.6272015615649247,0.6536526520053643,0.0127925869973785,0.0396580551046146,0.0352324591492769,0.978669658510388,0.8589895936979827,0.805904967430553,False,0.2154552883425226,5.293390242298432,200.0,5.635427012738026,0.7104201715149008,"<Vector (0.0000, 0.0000, 0.0000)>",106.24879989702325,-395682.7496509667,180555.86263592844,967660.000446898
32,0.1326922009463606,13.695407849585589,0.4084573614881402,1.101831929793471,1.6419412015066297,7.523898811149343,0.37713555396147,0.3688176590037358,0.1613274661935131,0.3463316170442449,0.97223203334854,0.3046840167312485,0.8301015658209622,0.2728556943232647,0.383757944833503,False,0.2324336396001675,1.4651306842425238,200.0,3.8188208361414007,0.98075478863642,"<Vector (0.0000, 0.0000, 0.0000)>",31.04211061449185,-80576.24010207318,-365844.5136389855,85112.37152198143
33,0.1016826278666237,5.141821712694299,0.0154363350292964,1.5452446373853002,3.214567825342064,6.205980922503847,0.3918547775421541,0.9081037749608196,0.7335359429721287,0.2480094949084398,0.3591233206103132,0.1476782356154968,0.151409368037255,0.0923407021407913,0.2020844578225786,False,0.6209398690844182,2.7141848189086613,200.0,2.520433235431121,0.3992778428081014,"<Vector (0.0000, 0.0000, 0.0000)>",142.8134359784646,32210.53839720355,-515887.7008235988,-900855.9491101272
34,-0.011826438854963,2.6806312864415327,0.8684860921764801,1.999003478382736,3.643762153440645,7.165496827168139,0.2427423876044142,0.036145101688207,0.0310280810209322,0.4068104359243409,0.4425520105558438,0.7885334941675362,0.5209928936085666,0.052244127220816,0.3877110292679503,False,0.51012297510484,5.813383718742018,200.0,0.5748379971333162,0.5668402853733276,"<Vector (0.0000, 0.0000, 0.0000)>",110.5719225518991,928330.3204297788,822701.5623945894,355531.23207509075
35,-0.2059812725342636,5.368653547770011,0.0010259213534637,0.0872598476126127,0.1154861035942054,11.813233404798762,0.5063103648089831,0.9350068508498128,0.5181841228423306,0.0008920215814054,0.0008056869928326,0.0008332316829146,0.0743069698165012,0.8105563566246866,0.6042059883892306,False,0.6603867647046947,0.6393419033841617,200.0,4.263479758477193,0.4606693061149394,"<Vector (0.0000, 0.0000, 0.0000)>",79.16386502813637,808737.2262158208,625888.4834048899,-674489.114251365
36,-0.0548014413159467,14.016285251872375,0.2168267279618519,0.55928856613668,0.7933684869572746,10.8425242654228,0.8640037306694681,0.8938324035698779,0.5378754825316331,0.1620102873813427,0.5110809152135947,0.3087302731281802,0.0306692782866144,0.2002703518426684,0.246051944612224,False,0.4154061916359393,4.782760105091009,200.0,5.780139812539898,0.7910327699957895,"<Vector (0.0000, 0.0000, 0.0000)>",32.55926822067613,-715704.7479232087,-342757.78671174543,-183010.0318597396
37,0.1119085194938211,1.9390819354479945,0.708013726328176,0.3853077193855392,1.1304295496858656,13.060196502839998,0.0336102351061734,0.0233425698703572,0.0689932362320224,0.3376581497672014,0.3065321614009864,0.4500956742103572,0.1836811539291418,0.1718461920538225,0.1732227496025245,False,0.2521516782315589,1.9445884112270395,200.0,3.181920644555276,0.7893480178539307,"<Vector (0.0000, 0.0000, 0.0000)>",77.88242438579505,-783356.8110090143,697219.6924415659,398676.2736686922
38,0.1268843463250556,10.05280230152152,0.3989347623075308,1.0493569314047764,1.5817278261279075,10.064472535115472,0.5404761569631219,0.7203811664111007,0.705011210233264,0.0026651123181958,0.0097538868153177,0.0395251545507535,0.4381512836219686,0.2205666495723732,0.4358575198819087,False,0.3744374045932778,5.232693671155749,200.0,3.278555659319357,0.784863291508381,"<Vector (0.0000, 0.0000, 0.0000)>",106.27390822190168,-30828.96120940708,-729984.0751451927,-852837.03143338
39,-0.1284655368685478,3.458135211734868,0.2242465841766698,0.9637699373830164,2.259358596211874,15.760863665365012,0.0625924340507504,0.1351214704754963,0.1358742019552884,0.407083933061189,0.7912866394965615,0.3329855413596426,0.9403500064849868,0.9201892046676358,0.7248557629482072,False,0.8351565734324213,0.7433855412937929,200.0,5.361199553465698,0.5427221476530694,"<Vector (0.0000, 0.0000, 0.0000)>",60.48600192967682,332334.6593959092,529267.0464919563,318597.5026828088
40,0.0144652156617254,0.6349308213338961,0.0477133855534096,0.6385439652212541,0.844822046019396,13.76245848784648,0.5365751198102984,0.2887788957580813,0.9419210172345828,0.9223975190132162,0.5134295372120351,0.2854626887892759,0.3982112669021821,0.6018828052702476,0.5721669374150902,False,0.8377930596794876,1.0793778421681266,200.0,0.879635682707627,0.6074047164522716,"<Vector (0.0000, 0.0000, 0.0000)>",93.55699819840837,461255.0578194808,-775474.0355941718,-782742.6577401104
41,0.0894533745968436,6.439338668841228,0.594181341170305,1.9513558678647247,3.711476696193072,6.584824762620096,0.125970746788202,0.0292337678482103,0.0558454705713288,0.3384759545897314,0.0527919982871388,0.3497828366645734,0.1346873065165808,0.3248608370121413,0.3388359132376283,False,0.8120174560282649,0.989885065700742,200.0,1.7438494507806808,0.7565236585000423,"<Vector (0.0000, 0.0000, 0.0000)>",123.52762698218322,243612.55827641115,464968.883186728,722175.838646244
42,0.0066030697561216,12.34142419906245,0.4434141988273311,0.4544774435695538,2.218339148063339,6.6381725610417535,0.7243505880765188,0.4817778044463173,0.8585979199113825,0.9006661541106742,0.8837408260196944,0.975622351636756,0.0844918349823913,0.027408079009936,0.1281136326755458,False,0.8621049375940657,3.96886447163218,200.0,4.763205750057398,0.5965716675063333,"<Vector (0.0000, 0.0000, 0.0000)>",146.4837629273884,-99228.02498074155,-258403.69313088595,853529.124167226
43,-0.0555863457902282,4.178014466690635,0.4219995748472628,0.0081554499719773,1.2356950709805048,15.517540164636143,0.0191527852264426,0.019228369407271,0.0200295868742168,0.2247052302036244,0.0927711165328921,0.2200511890277716,0.3657963705209678,0.3092330118108108,0.419977909716268,False,0.8705638226147836,3.362310002452286,200.0,3.050414498764068,1.0088887470818495,"<Vector (0.0000, 0.0000, 0.0000)>",101.18090249569966,-97937.12806055624,910628.2478133168,783802.554562747
44,-0.0745294351663128,13.901230391303404,0.7155717419428655,0.0389242216066882,3.1895972002217152,15.007551884531136,0.4057707278211311,0.3780571911434109,0.301035997610433,0.8572936735567716,0.7181402293681801,0.7438691878801675,0.6777228173805366,0.6727460523932823,0.4486782931599379,False,0.61909025582365,1.2388097100738034,200.0,1.1359573704411268,0.9392629967226992,"<Vector (0.0000, 0.0000, 0.0000)>",40.468931197736,233068.1100594746,909871.4182646704,-177198.26106681407
45,-0.0677635024375989,7.935276122085692,0.9640659218589634,0.9375084142607776,3.2444238657280056,14.65276870263704,0.3600678500595061,0.5865647680360815,0.763650239801926,0.7277085373370032,0.3816980835377573,0.7793396723977875,0.3543103876835412,0.1655742088407635,0.4085780468959439,False,0.7038743461224803,0.2947545509456389,200.0,0.3448671836472973,0.4327578151106753,"<Vector (0.0000, 0.0000, 0.0000)>",114.27713592769672,342552.5370567157,254935.4047715154,680164.0313016379
46,0.0508132388656303,0.8275843380556147,0.7303591821397812,1.5458054650400954,0.265879740738983,7.050591615333966,0.2725697559186377,0.2515200677425337,0.2634420709874941,0.0056040747450553,0.0269391004776501,0.0849467869387765,0.114782374198393,0.2038809541742847,0.5114435121032097,False,0.5120757287828233,2.0488756660242573,200.0,1.5813842956843265,0.9375401372131876,"<Vector (0.0000, 0.0000, 0.0000)>",30.848575438295214,497014.9403095695,760982.1942294633,-1706.7146313954145
47,0.0272190051384947,12.32607379262626,0.6108688451669477,0.8673790256839629,1.241319095053226,13.14426768350648,0.272639571420454,0.1145884722350061,0.4651805382294834,0.320750320879281,0.2036342978336372,0.0106322798049505,0.4242393305656542,0.5131460905854898,0.0729903159872739,False,0.9217397444296932,1.2165438858040163,200.0,3.8339793444716905,0.3920011478661264,"<Vector (0.0000, 0.0000, 0.0000)>",96.12820586385824,-641519.2489024529,500928.6522657978,585955.8538112764
48,-0.1054604392556346,5.651719865988476,0.1796478335633931,0.6977361877397885,2.67628672075239,13.099839451248569,0.2076918011482053,0.5138005450540101,0.3075442388433015,0.3939597500660521,0.2999358951411081,0.8631168051759368,0.3642725169645268,0.552082267364964,0.7717201946728017,False,0.7919802989245344,1.9158577622438016,200.0,0.1307952971516563,0.8810608390963868,"<Vector (0.0000, 0.0000, 0.0000)>",107.578045665424,-578916.4984498436,-789846.9846720153,-828969.7055856894
49,0.2438705831269626,10.779889333393632,0.933494300636012,1.1367050713394848,0.0750241566715139,7.411688887367246,0.1594385810998461,0.391950211964187,0.2006222394436897,0.0046760542026925,0.0069730407567349,0.0135858616780196,0.3358577642588538,0.0021621888277639,0.5092878274174456,False,0.8319227018674837,0.2494917936638062,200.0,5.351952540476098,0.6237316408354958,"<Vector (0.0000, 0.0000, 0.0000)>",33.922807663052446,-776671.0165645455,785284.3533578471,252153.5519337689
50,-0.0542160867532571,1.8773548560921471,0.1114578007254426,1.9691468040914544,2.3157581356875303,14.92092595447644,0.4220805221379117,0.0911333134470651,0.547904460184225,0.6469233432502174,0.4937101861717096,0.5181178729936771,0.4023574830528665,0.2660325582067055,0.1788166755998881,False,0.2120641448603701,3.768017906725848,200.0,2.6403448018877893,0.609979228291772,"<Vector (0.0000, 0.0000, 0.0000)>",114.78109203151332,-468067.9371470559,973363.626936344,-205364.4593602432
51,0.0287102071450101,11.23487567923038,0.4030086227432071,1.982814321478122,0.8464309055783317,10.104755828190502,0.2549066344143579,0.1766150285661573,0.2036532556143001,0.1595106601843291,0.216708044727049,0.0463312653060596,0.3705889061464577,0.1127580389724623,0.4217747333544183,False,0.9546300600844282,3.645524502092085,200.0,4.622857821228474,0.7712616964098129,"<Vector (0.0000, 0.0000, 0.0000)>",57.76082632444471,-16332.885595689411,818480.8015454335,581943.683212403
52,0.1313183906837005,1.1821158248396109,0.9827875382541298,0.1289118940492353,1.9579330007194835,10.090067350838403,0.2212079942905949,0.312326326205975,0.5195435791899286,0.9683384323137952,0.4558979015772804,0.4354691595737125,0.2398920073072767,0.2437524127943822,0.2413912273501656,False,0.8120825465292258,0.4556217430427219,200.0,3.1320451587181526,0.9512716231870876,"<Vector (0.0000, 0.0000, 0.0000)>",79.43692742463737,892899.7001719624,792021.8252990164,-52426.17398093955
53,0.057944932701089,9.442722735971117,0.1821305210230739,1.5611964647130134,3.587234714938224,13.045879546759032,0.3311271911509952,0.1089690697970338,0.0930763256803707,0.6664366401104426,0.5965775697353937,0.6246237522777365,0.939973718976003,0.3079072840261913,0.998295234688878,False,0.2641107455219819,5.062158691915913,200.0,2.3491916769648165,0.4056504201709985,"<Vector (0.0000, 0.0000, 0.0000)>",32.442473658356484,537581.801578407,-416344.7773306719,-397367.09961569495
54,-0.0298040215155901,2.601041103434228,0.7690697063241299,0.7712979844347634,3.2940318971105764,15.44199961438236,0.0658281514569477,0.0796539719464096,0.0383470174937289,0.4160797708644769,0.4370711476314916,0.4552894773926048,0.8079942587053319,0.8072653603304554,0.9263704802741554,False,0.3680599144072667,4.166870849131546,200.0,4.283747212815303,0.9259800618567212,"<Vector (0.0000, 0.0000, 0.0000)>",43.33261960666083,863207.485142024,-50865.525722898776,423416.62848820747
55,-0.0138152132572246,5.099969244624004,0.0816998641687124,1.9424778099596047,2.355118574554763,11.076770927409894,0.217128636610254,0.0282460698492456,0.2183618988426229,0.6119713145090834,0.7532229040143165,0.3820775158676429,0.0180567801419916,0.003586790862391,0.0677852769805612,False,0.9845996247170116,2.3268600036971896,200.0,2.711953691620526,0.7142738590256648,"<Vector (0.0000, 0.0000, 0.0000)>",36.88517759572947,-17809.54937646375,-323214.4105930788,203833.58172563533
56,0.0019644724533828,0.9522462736868536,0.8502380653214595,1.9666225392988808,1.40290542908898,7.988943667376528,0.9701371817059066,0.9642227692803166,0.9808010677692758,0.1519679911725185,0.1073928870953537,0.235620342267017,0.3773892355691624,0.4536142644663135,0.5890002376377238,False,0.4289174548427281,4.501359561744962,200.0,2.064393060462485,0.7353843972803238,"<Vector (0.0000, 0.0000, 0.0000)>",78.40902051639895,-477948.3582098752,-938807.7975513212,186971.51253064768
57,0.0515064228155687,14.417890228511082,0.5499498471596865,1.2900781704106123,0.2841336159294303,8.513002116555292,0.4886397389296877,0.4472738741394881,0.8412336697518783,0.0948317540804365,0.1564419846111305,0.0974143839170614,0.0796006240415157,0.290873565432188,0.2011478120224642,False,0.6430567065756438,3.0982078175953767,200.0,2.177058329447492,0.9051832616766248,"<Vector (0.0000, 0.0000, 0.0000)>",145.1305420355833,-325844.6776904084,-624871.7191106162,-34948.81724933756
