seed,scale,detail,roughness,lacunarity,distortion,instance_scale,light_altitude,light_azimuth,camera_dist,camera_azimuth,camera_polar,camera_target,camera_scale,valid,offset_x,offset_y,offset_z,color_0_r,color_0_g,color_0_b,color_1_r,color_1_g,color_1_b,color_2_r,color_2_g,color_2_b
2115,-0.0742366015559446,4.483615168210704,0.9123389183628644,1.578735672414657,2.9264887763403435,8.637555946989062,0.8113441219048867,3.730952484208538,200,3.9145789883255375,0.8597047944486387,"<Vector (0.0000, 0.0000, 0.0000)>",67.83775281736838,,-404896.2845380526,224694.17854076112,533447.3529576908,0.5085377306590317,0.9872706821636306,0.8615762325864412,0.5609569437426566,0.5554101983426616,0.5320886706508086,0.8437133208090974,0.4888057619334454,0.3558410031337787
2116,-0.0410730911227336,7.566864393519747,0.7131726226719749,0.847637682462109,1.158503168008397,15.144311620445812,0.4894415642682128,5.094452829489049,200,5.662011662662563,0.4310133258597547,"<Vector (0.0000, 0.0000, 0.0000)>",56.68597863333498,,-7380.530314621283,-215283.0915873677,384755.4886343065,0.444129534390104,0.4140066886157859,0.4484065815164448,0.7068535126117507,0.6764763561405649,0.7053369878641832,0.1364125410126214,0.7318716477368498,0.6089888068686915
2117,0.1977417181935561,6.978871974529892,0.7931690766456728,0.9608058656500962,2.4091944740382454,10.000909924577636,0.3582684151644799,5.003106108871587,200,4.379570995981212,0.5146325385018106,"<Vector (0.0000, 0.0000, 0.0000)>",135.04408169728669,,-239005.4458677109,-716527.9466998167,156417.1074253854,0.2274843255872291,0.5371075900788556,0.2378421239664761,0.0001042151874756,0.001100146482482,0.0002598803281146,0.0802531662908545,0.500562705619836,0.1889977693026488
2118,0.0491017064030548,12.090536936040268,0.8904702421288913,0.8671940135181273,0.8299094742647819,14.167330683834376,0.4930853481464337,6.095463253328947,200,2.8355006256677004,0.7791806916425998,"<Vector (0.0000, 0.0000, 0.0000)>",138.6656066897584,,-279340.1897085061,135838.8437090614,50847.84096408472,0.3186906049499561,0.8184316902525915,0.2700400661103732,0.2953813920605399,0.2232795831324274,0.0745367635972984,0.4961732586525699,0.224300781596782,0.3124985906428928
2119,0.0143497697330803,4.446280214502253,0.2504841281354705,1.7987220475182495,3.69576003006266,6.278831373308318,0.9993941752975212,5.165985498584265,200,5.423463341560139,0.6452530396585142,"<Vector (0.0000, 0.0000, 0.0000)>",112.28731413057235,,-61677.244913997245,880468.8954261993,733967.792287163,0.169669122025154,0.151844007330015,0.1134590408152647,0.216565293040306,0.2049224861842624,0.1901716333257951,0.6797449933294029,0.4118097442115156,0.9594519342336676
2120,-0.0614147331628929,11.8716223016156,0.4283196490929197,0.5539568376931754,1.5084403120789074,9.944426570051366,0.6512575885932517,5.927771473886578,200,2.776210821379537,0.4712209321978101,"<Vector (0.0000, 0.0000, 0.0000)>",141.0201054298898,,-65446.8702755404,610009.8647343598,-898425.4765045152,0.5491523170446634,0.2795240678972786,0.1532913848625443,0.9716885626975272,0.80657780636999,0.9841078841958976,0.099206198590724,0.1513149444104642,0.195257832288513
2121,0.0900366247144555,12.462902132194683,0.5527773873441562,1.1915711312494583,2.4295760945507965,14.937051730680675,0.8286057883000117,5.595306073740115,200,6.022805192500112,0.9065304005502004,"<Vector (0.0000, 0.0000, 0.0000)>",86.3498578791929,,-226395.8313402714,-983956.9190978236,-743784.6584235919,0.2828370505348295,0.3563067543315024,0.346674646019441,0.4027349972518689,0.3356974694156912,0.3297463792386625,0.1084581424101639,0.2386455444311352,0.6547190818299792
2122,0.0256329658588675,1.9393604421296728,0.0251951842540765,0.275870517997193,0.2595127635397918,7.672991977436052,0.7397990050718644,0.1854933157391805,200,4.949446959171548,0.3647484592035286,"<Vector (0.0000, 0.0000, 0.0000)>",105.16662902958348,,-765093.1352660605,-225341.7146246257,480591.6295985102,0.086888892444599,0.0913622946330797,0.1666104591274385,0.4774607255343288,0.4761956810121193,0.4727357762471323,0.5713750459830806,0.0559558636507449,0.4410833241478364
2123,-0.2345875723640317,9.73743541481536,0.456951399189218,0.2260575078755871,1.9820821257387229,14.379671125193113,0.8803597579355666,3.1095332145437364,200,1.3527309488095831,0.9824534396675896,"<Vector (0.0000, 0.0000, 0.0000)>",43.56731020726601,,402877.8845373003,-23325.39999634307,-35822.90204239427,0.6119008907046259,0.8825914283510173,0.1901793406912804,0.6223948877324517,0.3451221819855393,0.5767523480357115,0.6320484760801902,0.1345195046492031,0.6200917066188992
2124,-0.0599902728777089,1.1691806665467075,0.8361221641579271,0.4139596979777089,2.916607608842793,7.68828627043585,0.4740398216973892,2.656639982188702,200,6.075132449267628,0.8820307496301605,"<Vector (0.0000, 0.0000, 0.0000)>",145.45167662408647,,689690.5846822734,-647715.8017460078,881885.5319673156,0.8349708503715089,0.855042549249818,0.8436470484638171,0.3174048851054963,0.6828719696725369,0.9171768259206724,0.772212335612424,0.3013567477035103,0.0850867667876297
2125,-0.128795587751245,5.538166005205004,0.8155913055996469,0.8265044030982651,3.140330088522796,14.760498379812203,0.5959933429223656,1.1120652798258708,200,0.1748120534910437,0.7142279765604349,"<Vector (0.0000, 0.0000, 0.0000)>",104.32167415383296,,-583544.2282977137,-382738.09050621535,542487.9775531208,0.0547363073800133,0.4120573714688738,0.1856018991911928,0.0163264675182859,0.0071576982181651,0.0316802564831105,0.058764071369678,0.0736824519583046,0.1015649815252619
2126,-0.101336817580216,9.31076742248297,0.592819793462672,0.2123158116073942,3.16926881146261,9.695916159761472,0.7863058906289304,4.679003350491445,200,2.20546668658942,0.7189875198534899,"<Vector (0.0000, 0.0000, 0.0000)>",149.77631383329884,,-461494.1190147033,-194800.6360658263,434923.0020038581,0.2361587884202276,0.3232929050713709,0.2700743205073424,0.2861654165206897,0.2948547998659826,0.1509673889548039,0.1654680604876736,0.2676190427540103,0.1843756413987848
2127,-0.1328244535605525,10.69748089123501,0.6722832167328449,0.8708310672636295,3.0217252275810846,9.496519631064572,0.546633560850245,1.676723565924416,200,3.6610976685017738,0.3948451134547367,"<Vector (0.0000, 0.0000, 0.0000)>",135.90355442320546,,400368.00358716864,-47674.649072668864,278468.4169319237,0.5418911431081355,0.08134471952368,0.119787959151692,0.050537958027468,0.1814391789240016,0.1663965778837871,0.3806657167795655,0.4830133614210352,0.2775084633963149
2128,0.1569145549096325,10.910081938141598,0.0751398621011453,0.7862696424204934,3.483664878196046,15.967503394053251,0.7402372927535492,5.435855033282996,200,4.811528099470054,0.9554362473839328,"<Vector (0.0000, 0.0000, 0.0000)>",121.40542512991276,,529184.5920636794,251558.5035948116,227945.7013009568,0.6619628856381258,0.4738299570549663,0.8287984371349365,0.4359211550829412,0.5965109748861308,0.5369503701042561,0.3875486463479505,0.7355310513156276,0.5822974377816533
2129,0.0238916685941225,7.191143142786246,0.2713850451837531,1.189788812388307,1.4559388078483164,14.065979646057306,0.2752098486361339,4.0414966809248485,200,3.439503799753077,0.8650216921967209,"<Vector (0.0000, 0.0000, 0.0000)>",52.18923279108638,,-95849.1385697365,-701284.1427157039,-631809.2699276721,0.035188323811701,0.0266354295574386,0.0353768287449437,0.9975528603817344,0.3040990460611742,0.0985744639432054,0.8211605218035438,0.6539818151211098,0.5257609320603192
2504,0.0973675899113924,3.7885632456273326,0.866571239053768,1.802590005958688,0.8332325538883985,12.19151529566157,0.2543089835192365,2.2025050734480494,200,4.489276234822749,0.732232421499255,"<Vector (0.0000, 0.0000, 0.0000)>",148.16362972501048,,-226186.12888150755,-52190.63646429696,817491.559829995,0.7653098282719543,0.7569329040495715,0.6648115195968785,0.7792651081336476,0.9918866153608052,0.3484028094181762,0.4711415116900298,0.3669565837918183,0.410131222700015
2505,-0.0046746281667776,11.12607873176528,0.1514244556809389,0.3332181680449799,1.956846009916786,7.708346905424904,0.9517477784289108,4.314368764477729,200,5.787462449771181,0.7708498213179567,"<Vector (0.0000, 0.0000, 0.0000)>",143.7249981310124,,-735464.6812490374,582356.0575743448,753478.1402125745,0.836141412226608,0.8226625590789035,0.8183286276674897,0.2566100460152835,0.2260967294934901,0.3132842423089671,0.4187421589767201,0.8225170748237961,0.4173792530685124
2506,-0.1232772360685479,14.151959802008484,0.1331335004132399,1.6476008104320814,3.334851683440472,15.711173225157854,0.4867601905071418,4.997219906511544,200,3.752314512415237,0.6978116022553673,"<Vector (0.0000, 0.0000, 0.0000)>",106.77451849519316,,559263.2006402786,629647.9285745295,-262324.5979569657,0.2447670066592684,0.1374168050350912,0.3256936608531027,0.9265588704011312,0.180244778113211,0.3369429224205332,0.430849964166955,0.3685504494554896,0.465604172592246
2507,-0.089890567387036,4.954600582325107,0.289665119578236,1.516467100347091,3.874400322833997,11.85827406411277,0.2364794015426493,5.291161275804266,200,1.2566197589201642,0.6890238064660195,"<Vector (0.0000, 0.0000, 0.0000)>",39.70988173247902,,791370.2020460621,-198722.3749759331,176332.03862273623,0.0176386242922133,0.0192130998345336,0.0133713492931697,0.9895770450828332,0.985064722144556,0.9817762906137704,0.5574230898558874,0.0582552656765065,0.4899786267259822
2508,-0.0327400874008024,6.732825836713019,0.7889697007761222,0.1063876481696854,3.2697964557179144,14.059884085642915,0.3414423980020412,4.416949312733437,200,1.3927848443744195,0.6404601455542892,"<Vector (0.0000, 0.0000, 0.0000)>",114.5702349455112,,66805.57053683395,-666255.3092350323,338987.3654907637,0.3703782262941131,0.5547332248966863,0.4936504854683863,0.895467998772965,0.890716520524354,0.8922116736482559,0.469664693919206,0.8353647108409659,0.2906485736005043
2509,0.0979031033169021,8.713372382319625,0.3564468840009792,1.4201077822840855,2.145095973350361,7.078955889041008,0.7116364139141491,5.233827434228287,200,5.665124340267462,0.5396672342085149,"<Vector (0.0000, 0.0000, 0.0000)>",97.35944509632702,,-762649.5125670609,-168383.4351674082,-210799.7038182241,0.1148468668297865,0.5144478644237226,0.3451168222483011,0.6741795290038427,0.6706616509522201,0.6731819282611516,0.2221661363554127,0.0276112015034888,0.1619448719586288
2510,0.0265026906300977,14.218242791439872,0.6118757238848739,0.8815861381680534,0.7087519542092302,9.082957952706272,0.2912208049274546,2.7630788577746817,200,4.676646049438554,0.5428934555100601,"<Vector (0.0000, 0.0000, 0.0000)>",60.161706712475606,,245351.5864947678,912292.3356012804,-555753.4157311362,0.0710572343669921,0.0698741848592476,0.0682704130375116,0.7016390266983774,0.7674969054913581,0.7698028208930838,0.1956665332188839,0.1334617160415365,0.3625703788338664
2511,-0.1486169959091415,6.788058890508643,0.6637803185057127,1.784551067648287,0.2054637126956509,13.42358927334502,0.8778114259896095,4.113555643090308,200,2.431753729822208,0.5446102217618218,"<Vector (0.0000, 0.0000, 0.0000)>",104.38025793713766,,-838925.2964451729,325510.81131656724,509577.565829258,0.1360007023661009,0.1385854437382462,0.073799693142058,0.7886016034839066,0.962334108210138,0.7938080526042168,0.2810601844843463,0.2252520502097167,0.2511376883704717
2512,0.0721476281863152,2.8797243494420184,0.3065899168117769,1.2002151904059415,3.038573923148198,9.449413024522858,0.4788295242210182,4.709386021869361,200,3.7964285041577934,0.5136316773990169,"<Vector (0.0000, 0.0000, 0.0000)>",83.58505062804053,,224333.51882230304,817055.8946523564,-579442.2676527705,0.6289931419107152,0.8954924056445446,0.7821740352114543,0.4696201800404775,0.7575119643019583,0.7396223101178195,0.2953847443582438,0.2607452693739558,0.2362202643345362
2513,0.1536231182784065,3.1815695656687715,0.1198992040636155,0.318881752064595,2.3175337504311004,10.889348330708952,0.7647727312735011,1.19728678252582,200,5.791923853033304,1.0316792143698938,"<Vector (0.0000, 0.0000, 0.0000)>",52.814583573475694,,326173.6953854393,768695.5087733665,177300.3363973659,0.9834286436667126,0.8755960893986218,0.8636665596911275,0.3744548009863953,0.1709816024548243,0.5274333423975959,0.0171443577551718,0.0177624551314399,0.0172349361255514
2514,0.0176251180994647,1.198824625133409,0.0716608039308461,0.5558722760962367,0.6754429406890665,10.631978421963016,0.3514847347979029,1.4939622504782315,200,0.8765388940202273,0.8690152448944319,"<Vector (0.0000, 0.0000, 0.0000)>",106.6079842853479,,-187039.3518374326,-965534.20356504,-430750.9142718691,0.112924126457887,0.1354011817306558,0.1280449201055015,0.06443008856287,0.075011273331635,0.0609844113143996,0.1052637524575399,0.1813771368316146,0.0157092300997748
2515,-0.0008814226057604,14.934451726725916,0.0658224704404499,0.2657419305383468,0.4240169534969418,8.205575076379255,0.6966199558204661,0.1907030599392024,200,0.281147309952409,0.6133709702744153,"<Vector (0.0000, 0.0000, 0.0000)>",120.1080678731226,,-365657.36914138927,73296.12579902331,427840.28987689153,0.3980684792235294,0.6413164070226666,0.0635763381922836,0.4783407113370294,0.0069581570422247,0.7609551321375073,0.963793387490849,0.5202040789256762,0.6615481831991556
2516,-0.0191369077059379,7.941052957379488,0.1671868459943201,0.99050835123407,3.789776923621132,11.505684115694397,0.5044180062393959,4.512371507596704,200,2.107884675491449,0.357659064110247,"<Vector (0.0000, 0.0000, 0.0000)>",134.5974883403066,,-303413.83112894883,-865283.6450041301,654904.3283618339,0.0346414887408018,0.0375720676537526,0.0932191777235288,0.9259977323139778,0.273772083264524,0.3067217942201141,0.6636897080447882,0.4923397362544368,0.1493700173283811
2517,-0.159970941741624,5.089709046052021,0.6583207877189334,0.1008947843324052,3.2623360398247816,11.02436456107806,0.9712336498655464,5.991298065728374,200,1.7277352799032837,0.7532293745465464,"<Vector (0.0000, 0.0000, 0.0000)>",96.5261643086746,,-855930.183801212,-773931.9387631966,-606698.7947170192,0.5937868565031275,0.6254473777124531,0.5194225835020837,0.7920804440912625,0.6395544099016667,0.5359174549432003,0.326700338104578,0.3732327142386347,0.4176006795629002
2518,-0.0492600405682476,14.545254695097062,0.2372731027640949,1.1801798567364057,3.3895525721314343,14.168778354524587,0.6875972688888683,0.0125643522097425,200,1.7674968760144505,0.6846770145957872,"<Vector (0.0000, 0.0000, 0.0000)>",138.86979565052357,,513847.6585940621,469849.4717272306,964686.4416132218,0.314906410689994,0.393847206977716,0.4136701869303987,0.2741951947829295,0.2871397378030161,0.3101693529775979,0.0422121808563968,0.2520136706436512,0.681763089590977
2519,-0.0070815542497697,4.449095882852276,0.6935356053598897,0.0862064950315071,1.849326841390813,8.043162575440977,0.6701707897962201,5.108520535548294,200,2.428871782409112,0.8356705093707075,"<Vector (0.0000, 0.0000, 0.0000)>",60.28197228361705,,853957.0488506632,-912839.1236200078,274404.5486292785,0.8865051368881459,0.1846017983781711,0.5384933375552022,0.0813439947546296,0.04582368058648,0.2833951562223925,0.4094086691617505,0.7427661946490457,0.5026539422867121
2520,-0.1139147888192866,5.063406488005765,0.6518687586770241,0.7816173133112332,3.493757144385339,7.939502615966754,0.9131178122139504,4.937685908313735,200,6.044732128764204,0.4608111426045741,"<Vector (0.0000, 0.0000, 0.0000)>",136.4192463196852,,-640401.3367526279,-152375.9631028003,159448.52100096154,0.0973514196511786,0.4124415263159858,0.163760900427908,0.0024543609957108,0.0008097651708115,0.0009919602608547,0.1653404056708291,0.7903527543632741,0.8791107889441179
2521,0.1521235471717403,10.353333671834212,0.2088783057376226,0.2413610503990166,0.7401907547707358,8.08288981746976,0.4770095170526526,3.891570692568088,200,4.189251940827966,0.8779672165405359,"<Vector (0.0000, 0.0000, 0.0000)>",48.60956892229355,,-994381.609731914,949685.4341944938,510562.0547485128,0.5332839251357538,0.2613350718422575,0.1698001678201751,0.0889086416987112,0.0245535893386214,0.1190807595506381,0.4570992260180204,0.2894992489430976,0.3914714735490138
